net_tfa,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
51499,61,28080,4,12,1,0,0,1,0,1,1
2000,34,31722,3,12,0,1,1,1,1,0,1
12999,54,18144,3,12,1,0,0,1,0,1,1
27700,51,103848,4,17,1,1,1,1,1,1,1
4000,35,117900,3,12,1,1,1,1,1,0,0
32000,44,70125,2,16,0,0,0,1,1,1,1
55200,42,50064,3,13,0,1,0,1,1,0,1
104856,59,99318,6,15,1,1,1,1,1,1,1
28300,30,35940,4,13,0,1,0,1,1,0,1
99900,50,84069,4,12,0,1,1,1,1,1,1
7650,27,28458,1,16,0,0,0,1,1,0,0
12203,35,39876,3,12,1,1,1,1,1,0,1
8200,38,50574,6,12,0,1,1,1,1,0,1
-12400,39,40500,1,12,1,0,0,1,1,0,0
14499,48,36900,1,18,0,0,0,1,0,0,1
69000,34,107940,4,16,0,1,0,1,1,1,1
26499,49,7209,1,16,1,0,0,1,1,0,0
-64,47,20568,2,14,0,1,0,1,0,0,1
69000,51,107640,2,16,1,1,1,1,1,1,1
1200,27,18030,2,12,0,0,0,1,1,0,0
30340,41,26316,3,14,0,0,0,1,1,0,1
-4150,44,45468,7,12,0,1,1,1,0,0,1
3050,48,34452,6,9,0,1,1,1,1,0,1
17500,46,36120,3,12,0,1,0,1,0,0,1
-200,43,24378,4,12,1,0,0,1,0,0,1
31900,41,58200,6,16,0,1,1,1,1,1,1
7500,40,15387,1,12,1,0,0,1,1,0,0
12400,45,36390,1,16,0,0,0,1,0,1,0
-813,45,42534,3,12,0,1,1,1,0,1,1
0,43,22800,2,12,0,1,0,1,0,0,0
2000,36,86403,3,14,1,1,1,1,0,0,1
43536,62,55128,2,18,1,1,0,1,1,1,1
-4850,36,23100,2,16,1,0,0,1,0,0,0
11600,31,30000,2,15,0,1,1,1,1,1,0
200,35,38940,2,16,0,1,1,1,1,0,1
43150,58,42888,3,12,1,0,0,1,1,0,1
69300,58,54516,4,12,1,1,1,1,0,0,1
2750,30,30120,1,18,0,0,0,1,1,0,1
950,35,31626,1,16,0,0,0,1,0,0,0
15348,42,53391,1,16,1,0,0,1,0,1,1
9266,42,42192,4,13,0,1,1,1,0,1,1
15900,28,41460,4,12,1,1,1,1,1,0,1
502,38,15126,1,12,1,0,0,1,1,0,0
43175,45,54150,1,18,1,0,0,1,1,1,1
-985,43,14010,2,12,0,1,1,1,1,0,1
9200,32,48180,1,16,0,0,0,1,1,0,1
19099,34,48219,3,12,0,1,1,1,1,0,1
4200,61,38412,4,12,0,1,0,1,1,0,1
-3750,42,28845,2,16,1,1,0,1,0,0,1
120097,55,40641,2,12,0,1,1,1,1,1,1
22200,49,42915,1,18,1,0,0,1,0,0,1
-3000,38,52236,6,16,0,1,1,1,0,0,1
-14700,35,66225,4,12,0,1,1,1,0,0,1
3049,38,26964,4,14,0,1,0,1,1,0,1
4499,34,34557,2,16,0,1,1,1,0,0,1
50500,47,78000,5,16,1,1,1,1,1,0,1
-10500,31,129621,2,18,0,1,1,1,1,0,1
24100,37,32865,3,16,0,1,1,1,1,1,1
-16900,40,86868,3,16,1,1,1,1,1,0,1
1972,26,59139,2,16,1,1,1,1,0,0,1
2799,60,14850,1,8,1,0,0,1,1,0,1
57599,36,74100,3,16,0,1,0,1,1,1,1
-2100,52,21675,3,12,0,1,1,1,0,0,1
20240,33,46002,7,16,0,1,0,1,1,1,1
42300,43,29688,5,12,1,1,1,1,1,0,1
-2825,36,56880,1,12,1,0,0,1,1,0,1
108998,53,53490,3,10,0,1,1,1,1,0,1
8400,38,31077,4,14,1,0,0,1,1,0,1
15650,58,16200,2,13,1,0,0,1,1,0,1
29122,55,21216,1,13,1,0,0,1,0,1,0
11750,39,71829,4,12,0,1,0,1,1,0,1
-10475,32,28434,4,16,0,1,1,1,1,0,1
-3800,41,19140,2,17,0,0,0,1,0,0,1
-1907,39,23259,4,12,1,1,1,1,1,0,1
-42964,43,23412,1,16,1,0,0,1,1,0,0
44500,36,47556,4,14,1,1,1,1,0,1,1
14400,49,38310,1,14,1,0,0,1,1,0,0
6778,43,54840,4,16,0,1,1,1,1,0,1
8799,36,65097,4,18,1,1,1,1,0,0,1
8412,46,33420,2,16,1,0,0,1,1,0,0
1999,33,31203,4,12,0,1,1,1,1,0,1
177000,44,133596,3,12,0,1,0,1,1,1,1
5400,32,34215,4,16,0,1,0,1,0,0,0
-5119,31,18909,1,12,0,0,0,1,0,0,0
300,38,42060,1,14,1,0,0,1,0,0,0
29925,45,48720,3,12,0,1,1,1,1,0,1
371901,50,107301,3,14,1,1,1,1,1,1,1
81323,44,51294,4,16,0,1,0,1,1,1,1
9799,44,42090,3,13,0,1,1,1,0,0,1
-2000,26,26400,1,14,0,0,0,1,1,0,0
-1000,38,28320,3,14,0,1,0,1,0,0,1
33700,54,53862,3,18,0,1,1,1,0,0,1
15627,34,58881,5,12,0,1,0,1,1,0,1
-5547,38,20970,3,12,0,0,0,1,0,0,1
4200,41,36975,6,13,0,1,0,1,1,0,1
2699,41,37917,4,12,1,1,1,1,0,0,1
29650,33,71250,4,15,1,1,1,1,1,1,1
9325,36,43305,4,12,1,1,1,1,0,1,1
4766,33,52737,2,13,0,1,1,1,1,1,0
-5500,37,44754,1,18,0,0,0,1,0,0,1
242674,52,70872,2,12,0,1,1,1,1,1,1
26950,34,54879,5,14,0,1,1,1,1,1,1
413,51,40581,4,12,0,1,1,1,1,0,1
-5800,36,52557,4,13,0,1,1,1,0,0,1
5,34,17550,1,16,1,0,0,1,0,0,0
2750,36,28800,4,12,0,1,0,1,1,0,0
7920,36,45210,6,14,1,1,0,1,1,0,1
-3490,36,35196,2,10,1,0,0,1,0,0,1
112749,39,31845,3,13,0,1,0,1,1,0,0
19799,61,28194,2,12,0,1,1,1,1,0,1
-1300,26,16068,2,13,1,0,0,1,0,0,0
4499,50,30138,4,12,1,1,1,1,1,0,1
600,30,24210,1,16,0,0,0,1,1,0,0
-5501,33,63660,2,13,0,1,1,1,0,0,0
499,55,17913,1,14,1,0,0,1,0,0,0
249,33,31014,1,14,1,0,0,1,0,0,1
-18000,55,13260,1,12,1,0,0,1,1,0,0
-8300,38,29046,5,12,0,1,0,1,1,0,1
36500,37,25002,3,13,0,0,0,1,1,0,0
-301,29,57096,3,14,0,1,1,1,0,1,1
34000,34,29376,1,14,1,0,0,1,1,0,1
-268,41,20028,2,16,0,0,0,1,1,0,0
16200,36,33738,5,12,0,1,1,1,1,0,1
50248,50,34545,2,13,0,1,1,1,1,0,0
-451,42,27261,4,12,0,1,1,1,1,0,1
42800,45,68610,4,17,0,1,1,1,1,0,1
0,51,16320,10,12,0,1,0,1,0,0,0
31847,29,52236,4,17,1,1,1,1,0,1,1
151548,56,55167,4,1,0,1,0,1,1,1,1
3899,49,75384,5,12,1,1,1,1,0,1,0
4250,52,85839,2,16,1,0,0,1,0,0,1
14500,49,52590,2,12,1,1,1,1,1,0,1
100,32,36000,3,12,1,1,0,1,1,0,0
144426,45,138441,2,16,1,1,1,1,1,1,1
12650,41,64245,4,12,1,1,1,1,0,1,1
1400,36,36750,4,18,1,0,0,1,0,0,0
1934,34,30543,3,14,1,0,0,1,1,0,1
20000,39,59700,3,18,1,1,1,1,0,0,1
15999,61,24180,2,8,1,0,0,1,1,0,1
72000,37,67509,5,17,0,1,0,1,1,1,1
79700,56,54132,1,17,1,0,0,1,0,0,0
22610,37,65667,4,12,0,1,1,1,1,1,0
0,30,27414,4,14,0,1,1,1,0,0,0
4449,58,42642,3,12,0,1,1,1,0,0,1
8009,62,21924,2,12,0,1,0,1,1,1,1
-4452,27,45747,4,12,0,1,1,1,1,0,0
38300,31,62865,2,16,0,1,1,1,1,1,1
2640,32,18450,1,12,0,0,0,1,1,0,0
16000,60,0,6,4,0,1,1,1,0,0,1
-2051,28,25317,3,12,0,1,1,1,1,1,1
-2650,28,20529,1,12,1,0,0,1,0,0,0
7456,30,66123,4,16,1,1,1,1,1,0,1
37400,55,57672,3,12,0,1,1,1,1,0,1
-2350,30,46416,1,18,1,0,0,1,1,0,1
178935,63,38307,1,14,0,0,0,1,1,1,1
17500,36,55305,3,15,0,1,1,1,1,1,1
-1600,54,13362,1,10,1,1,0,1,0,0,1
26500,34,55782,1,16,0,0,0,1,1,1,1
1323,34,24120,3,9,0,0,0,1,1,0,1
19431,38,56028,4,14,1,1,1,1,1,0,1
18930,43,28080,5,12,0,1,0,1,0,0,1
327,26,28683,3,12,0,1,0,1,1,0,0
298000,58,200997,3,17,1,1,1,1,1,1,1
19515,47,52437,4,17,0,1,0,1,1,0,1
5636,43,62778,4,12,1,1,1,1,1,0,1
171850,47,62553,6,12,0,1,0,1,1,1,1
37348,55,36720,2,8,0,1,1,1,1,1,1
15899,38,20796,1,14,1,0,0,1,1,1,0
38100,35,90300,3,18,1,1,1,1,1,1,1
725,41,12750,6,13,1,1,1,1,0,0,0
15250,35,31050,3,15,0,1,0,1,1,0,1
-2450,27,48798,1,12,1,1,0,1,0,0,0
25570,39,19806,4,14,1,1,1,1,1,0,1
6444,43,30318,1,13,1,0,0,1,0,0,1
40949,50,45045,1,14,1,0,0,1,1,1,1
30000,44,39786,3,14,0,0,0,1,0,1,1
70349,61,38754,5,12,1,1,1,1,1,1,1
17600,37,59430,4,13,0,1,0,1,0,0,1
3559,39,34596,4,14,1,0,0,1,1,0,1
10280,26,49362,2,16,1,1,0,1,1,1,1
1500,59,17340,4,10,0,1,1,1,1,0,1
13700,53,46824,2,13,0,1,1,1,0,1,0
950,44,19173,1,12,0,0,0,1,1,0,0
-3070,43,15444,7,16,1,0,0,1,0,0,1
28361,37,41439,1,14,0,0,0,1,1,0,0
25600,32,57363,3,18,1,1,1,1,1,0,1
3300,48,19263,5,12,0,1,0,1,1,0,0
33500,34,80694,3,10,0,1,0,1,0,0,1
70899,49,91362,3,16,0,1,1,1,1,1,1
26299,46,57678,2,12,0,0,0,1,1,0,0
94050,48,17547,2,10,1,0,0,1,1,1,1
74972,41,86847,5,16,0,1,1,1,1,1,1
200,26,19548,1,12,1,0,0,1,0,0,0
-3424,26,34356,4,11,0,1,0,1,0,0,1
0,53,10761,1,12,0,0,0,1,0,0,0
63595,54,50646,3,12,0,1,1,1,1,0,0
-1126,36,39366,4,13,0,1,1,1,1,0,0
9223,56,27276,1,12,0,0,0,1,0,0,0
43999,42,33336,5,13,0,1,0,1,1,1,1
-3120,25,34800,2,12,0,1,1,1,1,0,1
98900,57,81690,4,18,0,1,1,1,1,1,1
-470,27,27966,2,16,0,1,1,1,1,0,1
20300,44,48120,4,15,1,1,1,1,1,1,1
45399,52,49107,3,12,1,1,1,1,1,1,1
5999,56,54582,2,12,1,1,1,1,0,0,1
6100,30,18750,4,12,1,0,0,1,1,0,0
500,29,12810,1,12,0,0,0,1,1,0,0
-2650,25,42804,2,14,0,1,1,1,1,0,1
5500,48,62463,4,16,0,1,1,1,1,1,1
-2751,50,41715,4,12,0,1,0,1,1,0,1
-1,41,30654,3,12,0,1,1,1,0,0,1
15508,56,31680,1,12,1,0,0,1,1,1,1
-3500,31,29937,6,12,0,1,0,1,1,0,1
70150,43,54585,2,18,0,0,0,1,1,0,1
-2000,40,32850,3,13,1,0,0,1,0,0,0
-3682,40,45546,4,18,0,1,0,1,0,0,1
26421,45,30225,2,14,1,0,0,1,1,0,0
36270,56,47790,3,12,1,1,1,1,1,1,1
44100,39,44529,1,18,1,0,0,1,1,0,1
10080,59,13140,4,4,0,1,0,1,0,0,0
25800,46,41781,4,12,0,1,1,1,1,1,1
36199,45,30120,1,12,1,0,0,1,0,0,1
-1950,33,18477,1,14,1,0,0,1,1,0,1
549,34,68817,5,15,0,1,1,1,1,0,1
61400,54,81282,1,18,1,0,0,1,0,1,1
49850,43,79920,4,12,0,1,1,1,0,1,1
-4270,38,40488,4,16,0,1,0,1,1,0,1
1905,51,44292,8,12,0,1,1,1,1,0,1
-387,47,36906,4,12,0,1,1,1,0,0,1
-400,34,24144,3,12,1,1,0,1,0,0,1
828,47,44838,3,11,0,1,1,1,1,0,1
10900,42,24780,3,18,1,0,0,1,1,0,1
2150,46,22638,2,12,1,0,0,1,0,0,0
-3070,34,24432,3,13,0,1,1,1,0,0,1
181500,47,56580,2,12,0,1,0,1,1,1,1
-7001,45,72300,5,14,0,1,1,1,0,0,1
76400,32,55542,2,16,1,1,1,1,1,1,1
13450,44,59235,4,12,0,1,1,1,0,1,1
8800,48,39312,2,10,0,1,1,1,1,0,1
3500,60,29784,1,12,1,0,0,1,0,0,1
690,49,27675,3,12,0,1,0,1,1,0,1
299,43,39204,2,12,1,0,0,1,0,0,0
-37,31,65844,4,16,1,1,1,1,0,0,1
6975,28,21534,3,13,0,1,1,1,0,0,0
26359,59,41082,2,12,1,1,1,1,1,1,1
71569,39,39705,4,13,0,1,1,1,0,1,1
6513,34,26865,3,13,0,0,0,1,1,0,0
5300,37,39255,2,16,1,0,0,1,1,0,0
29767,48,49701,4,12,0,1,1,1,1,1,1
-180,51,30780,5,14,1,1,1,1,0,0,1
33350,46,15699,3,12,1,1,1,1,1,0,1
10250,27,53340,2,13,1,1,1,1,1,0,1
6800,31,90996,1,18,0,0,0,1,1,1,0
522380,48,84063,5,16,0,1,1,1,1,1,1
3000,45,25500,2,12,0,1,1,1,1,0,0
5249,35,23892,1,14,1,0,0,1,1,0,0
-500,36,38253,5,14,0,1,1,1,1,0,0
33567,46,63915,2,12,1,1,1,1,1,0,1
5500,26,42150,1,18,0,0,0,1,1,0,0
778628,43,146577,5,13,0,1,0,1,1,1,1
17300,41,48732,4,12,0,1,1,1,1,0,1
121853,58,70971,1,18,1,0,0,1,1,1,1
43975,43,47094,4,14,0,1,0,1,1,0,1
250,32,35607,6,13,0,1,1,1,0,0,1
11400,58,73830,6,15,0,1,0,1,0,1,1
31075,59,36342,1,13,1,0,0,1,1,0,1
-7850,48,27000,2,13,0,1,0,1,0,0,0
-377,36,19302,1,12,0,0,0,1,1,0,1
11886,40,68388,4,14,1,1,1,1,1,0,1
13370,43,73194,4,16,0,1,1,1,1,1,1
2500,31,36390,1,16,0,0,0,1,1,0,1
6957,53,51090,3,15,0,1,0,1,0,1,1
25200,33,35130,1,16,1,0,0,1,0,1,0
-6393,47,64656,4,17,1,1,1,1,1,0,1
-250,43,31209,2,10,0,1,0,1,0,0,1
32100,43,49596,3,13,1,1,1,1,1,1,1
179800,51,67500,1,16,1,0,0,1,1,1,1
114000,53,156036,3,17,0,1,0,1,1,1,1
17199,50,48042,5,12,1,1,1,1,0,0,1
36450,51,76827,3,18,1,1,0,1,1,0,1
29692,36,32994,1,15,0,0,0,1,1,0,1
49099,56,114573,3,12,1,1,1,1,0,1,1
5940,31,55920,4,18,0,1,1,1,0,1,1
-9500,34,51960,2,13,0,1,0,1,0,0,1
-64,46,3900,4,12,0,1,0,1,0,0,0
140,36,24045,1,18,1,0,0,1,1,0,1
440,49,61866,5,12,1,1,1,1,0,0,1
44963,37,38772,1,17,0,0,0,1,1,1,1
36600,61,29832,1,12,1,0,0,1,1,1,1
29999,41,24558,4,16,0,1,0,1,1,0,1
56700,36,70746,2,16,0,1,1,1,0,1,1
-11700,34,63606,2,13,1,1,1,1,1,0,1
117999,60,66921,2,12,0,1,1,1,1,1,1
-6201,36,58302,5,14,0,1,1,1,1,0,1
24448,31,58323,4,18,1,1,1,1,1,0,1
19472,35,30147,2,14,0,1,1,1,0,1,0
-25,26,18594,3,12,0,0,0,1,0,0,0
92810,49,35142,1,16,1,0,0,1,0,0,0
205385,54,73890,2,12,0,1,0,1,1,0,1
-6109,31,29343,2,15,0,1,1,1,0,0,1
-4564,33,20196,4,12,0,1,0,1,1,0,1
87200,33,54954,2,12,0,1,1,1,1,0,1
139560,43,135114,2,14,1,1,1,1,1,1,1
46150,32,46500,2,18,0,1,1,1,1,1,0
900,43,27204,1,12,1,0,0,1,0,0,0
7900,27,37218,1,16,0,0,0,1,1,1,0
172,34,13500,1,14,1,0,0,1,1,0,0
110000,56,27945,2,12,1,0,0,1,0,1,1
56053,37,55563,2,16,0,1,0,1,0,1,1
3400,34,33270,4,12,1,1,1,1,1,0,0
0,31,21600,1,12,1,0,0,1,0,0,1
43000,38,11604,4,5,0,1,1,1,1,0,1
3200,42,73722,5,12,1,1,1,1,1,0,1
90762,60,73614,2,12,0,1,1,1,1,0,1
266499,36,67470,3,18,0,1,0,1,0,0,1
100,41,28143,4,12,0,1,0,1,1,0,0
23250,50,49848,3,18,1,0,0,1,1,1,1
24210,50,24540,4,12,0,1,0,1,1,0,1
10020,35,33150,5,12,1,1,1,1,1,0,1
4000,45,120069,4,18,0,1,1,1,0,0,1
-36000,30,64995,1,16,0,0,0,1,1,1,0
249,42,21639,4,12,0,1,0,1,0,0,1
93,36,19422,2,12,0,0,0,1,1,0,0
5300,35,20805,1,14,1,0,0,1,1,0,0
154000,35,61230,1,18,0,0,0,1,1,0,1
11500,31,20460,2,11,0,0,0,1,1,0,1
31900,30,60369,1,16,1,0,0,1,1,1,1
-3074,44,12774,1,13,1,0,0,1,0,0,0
6200,51,25488,1,15,1,0,0,1,1,0,1
23998,43,46872,4,13,0,1,1,1,0,0,1
-20892,31,62592,3,16,1,1,1,1,1,0,1
18799,28,28215,5,12,0,1,0,1,1,0,1
26130,38,94614,2,13,1,1,1,1,1,0,1
1299,42,51798,4,12,1,1,1,1,1,0,1
40000,33,49959,4,16,0,1,0,1,1,1,1
75000,49,102108,4,18,1,1,1,1,1,1,1
4356,34,34062,1,14,1,0,0,1,1,0,0
73800,53,100008,2,1,0,1,0,1,1,0,1
1214,49,30600,5,16,0,1,1,1,1,0,0
13000,42,35100,4,12,0,1,1,1,1,0,1
21838,38,88770,4,16,1,1,1,1,1,0,1
-3230,52,78243,4,14,1,1,1,1,1,0,1
0,30,21384,1,13,0,0,0,1,1,0,0
34948,40,38859,4,16,0,1,1,1,0,0,1
-25570,42,63954,6,16,1,1,1,1,0,0,1
-680,38,42600,3,13,0,1,1,1,1,0,1
58110,53,63630,1,18,1,0,0,1,1,1,1
41899,44,22668,6,12,0,1,1,1,1,0,1
-700,41,43470,5,13,0,1,1,1,1,0,0
152500,48,121173,3,13,0,1,1,1,1,1,1
29,30,17505,3,11,0,1,1,1,1,0,1
-4875,31,27120,2,12,0,1,1,1,0,0,1
7000,45,20400,2,12,0,1,0,1,1,0,1
242658,48,56754,3,16,0,1,1,1,1,1,1
1400,41,29121,4,12,1,1,1,1,1,0,1
25136,35,53154,2,16,0,1,1,1,1,1,1
105798,36,104190,4,16,1,1,0,1,1,0,1
39197,33,44466,5,16,0,1,0,1,1,0,1
1349,26,30060,1,16,1,0,0,1,1,0,0
8500,36,36180,1,14,0,0,0,1,0,0,0
13499,61,26484,4,12,0,1,1,1,1,0,1
79400,53,110643,2,12,1,1,1,1,1,1,1
3500,33,19488,4,12,0,1,0,1,1,0,1
3000,44,33060,3,12,1,0,0,1,1,0,1
0,63,19380,3,12,0,1,0,1,0,0,1
3249,45,50235,2,16,0,0,0,1,1,0,0
-1222,38,35322,3,16,1,0,0,1,0,0,1
5000,59,16320,5,9,0,1,0,1,1,0,0
2400,33,21933,1,12,0,0,0,1,1,0,0
10549,32,28935,4,12,0,1,0,1,1,0,1
45000,59,46920,6,12,0,1,0,1,1,0,0
125821,39,66102,2,17,0,1,1,1,1,1,1
-2130,31,7938,1,16,1,0,0,1,0,0,0
99000,44,64200,1,18,1,0,0,1,0,1,1
11800,33,32361,1,12,1,0,0,1,1,0,1
350,34,28980,6,12,0,1,0,1,0,0,1
28000,37,50082,3,16,0,1,0,1,0,0,0
-502302,46,21240,4,13,0,1,0,1,0,0,1
-1600,48,55743,4,12,0,1,1,1,1,0,1
6530,32,33498,2,18,0,1,0,1,1,0,0
92446,53,62400,3,12,0,1,0,1,1,1,1
200,36,24009,1,12,1,0,0,1,1,0,0
62198,44,54627,1,14,1,0,0,1,1,1,1
-2480,31,32271,5,12,0,1,1,1,1,0,1
78656,41,108840,2,16,0,1,1,1,1,1,1
82015,51,66477,3,12,0,1,1,1,1,1,1
2500,38,19800,2,8,1,0,0,1,1,0,0
83200,44,72165,3,17,0,1,0,1,1,1,1
0,28,15888,1,14,1,0,0,1,0,0,0
-2347,41,21000,1,14,1,0,0,1,0,0,0
-5875,31,18216,3,13,1,0,0,1,1,0,0
82734,53,76050,4,13,0,1,1,1,1,1,1
-4493,27,29916,4,8,0,1,0,1,1,0,1
21900,40,54591,1,16,1,0,0,1,1,0,1
32550,26,73902,2,16,1,1,1,1,1,0,1
164000,54,51804,3,12,0,1,0,1,1,1,1
-21020,25,21456,1,13,0,0,0,1,1,0,0
186605,52,50682,2,12,0,1,1,1,1,1,1
30900,47,22542,3,12,0,1,1,1,0,1,1
-3000,43,18168,7,9,0,1,1,1,0,0,1
9649,44,22044,4,12,1,1,0,1,1,0,1
15123,38,42561,9,12,0,1,0,1,1,1,1
600,37,30408,4,12,1,1,0,1,1,0,1
0,31,28830,2,12,1,0,0,1,1,0,0
-6,35,16347,4,14,1,1,1,1,1,0,1
-2384,30,43728,4,13,1,1,1,1,1,0,1
66947,46,52248,3,13,0,0,0,1,1,1,0
-1812,27,59841,3,16,1,1,1,1,1,0,1
118000,39,88971,3,14,0,1,0,1,1,1,1
18500,35,60300,2,16,1,1,1,1,1,1,1
10000,33,25941,4,12,0,1,0,1,1,0,1
18315,43,66033,4,18,1,1,1,1,1,1,1
5521,45,51645,2,17,1,0,0,1,0,0,1
13800,43,22950,1,12,1,0,0,1,1,0,0
2200,26,18198,2,12,1,0,0,1,1,0,0
-520,31,25080,4,14,0,1,1,1,1,0,1
56943,47,61575,3,18,0,1,1,1,1,1,1
2798,30,54906,5,18,1,1,1,1,1,0,1
45598,36,39597,4,13,0,1,1,1,1,0,1
-7119,42,40557,4,12,0,1,0,1,0,0,1
5500,40,39828,4,12,0,1,0,1,0,0,1
105799,39,101637,4,16,0,1,0,1,1,1,1
6180,32,63207,2,17,0,1,1,1,1,0,1
130000,62,27240,1,12,0,0,0,1,1,0,1
9000,43,69138,3,15,1,1,1,1,1,0,1
-1951,31,27015,1,13,0,0,0,1,1,0,0
42000,36,21300,6,12,1,1,1,1,1,0,1
1575,38,40596,4,14,0,1,1,1,1,0,0
24972,49,43920,2,12,1,0,0,1,1,0,1
114200,36,85755,1,16,1,0,0,1,1,0,1
12550,44,27291,1,12,0,0,0,1,1,0,1
127180,53,63000,4,15,0,1,1,1,1,1,1
2119,42,31596,4,12,0,1,0,1,1,0,1
3400,34,26739,1,12,1,0,0,1,1,0,0
106000,57,77280,2,18,1,0,0,1,1,0,1
2000,33,37056,4,12,0,1,0,1,1,0,0
13200,27,15600,1,12,1,0,0,1,1,0,1
17600,44,78762,4,18,1,1,1,1,0,1,1
9500,43,36420,1,17,1,0,0,1,0,0,0
2300,33,34308,4,12,0,1,1,1,1,0,0
1031,25,10545,1,13,0,0,0,1,1,0,0
10699,53,20646,3,12,0,1,0,1,1,0,1
95300,56,79404,1,18,1,0,0,1,1,1,1
18300,35,86814,4,17,1,1,1,1,1,1,1
99199,58,101946,2,14,0,1,0,1,1,1,1
2850,30,59400,4,16,1,1,1,1,1,0,0
-1290,28,66150,4,14,1,1,1,1,1,0,1
147300,46,79548,4,16,0,1,1,1,1,1,1
20249,59,36027,2,12,0,1,1,1,1,0,1
1120,58,19200,1,12,1,0,0,1,1,0,1
84000,39,83250,2,13,0,1,1,1,1,0,1
16100,53,41538,3,12,0,1,0,1,1,0,1
6400,38,82995,5,15,0,1,1,1,1,1,1
11909,44,40917,5,12,0,1,0,1,1,0,1
54244,38,65151,3,15,0,1,1,1,1,1,1
13706,43,39132,4,14,0,1,0,1,1,1,1
1425,33,16860,1,12,0,0,0,1,1,0,1
10499,50,50430,3,12,1,1,1,1,0,0,1
73816,45,77697,4,17,1,1,1,1,1,1,1
3000,42,62112,7,12,0,1,0,1,1,0,1
-6290,36,17100,5,13,0,1,0,1,0,0,1
384150,63,70779,3,16,0,1,0,1,1,1,1
-3420,51,31242,4,1,1,0,0,1,0,0,1
4000,49,120420,3,18,0,1,1,1,1,0,1
6800,46,83319,3,12,0,1,1,1,1,0,0
12349,45,54327,8,12,0,1,1,1,1,0,1
50594,43,71844,4,16,0,1,1,1,1,1,1
61550,30,62490,3,14,0,1,0,1,1,1,1
-2218,49,32430,1,14,0,0,0,1,1,0,1
1000,36,12156,3,12,0,0,0,1,1,1,0
79150,40,61176,5,13,0,1,0,1,1,1,1
158,42,43707,5,12,0,1,1,1,1,0,1
2225,32,20901,5,15,0,1,0,1,1,0,0
43502,39,67836,6,18,0,1,1,1,1,1,1
4200,36,20160,5,12,1,0,0,1,1,0,1
39950,51,95178,3,14,0,1,1,1,1,1,1
26700,38,71346,3,12,0,1,1,1,0,0,1
21000,50,67335,4,16,1,1,1,1,1,1,1
-700,30,46302,3,13,1,1,1,1,1,0,1
25270,58,31689,2,4,0,1,1,1,1,0,1
77900,62,48138,3,12,0,1,1,1,1,1,1
107999,64,46404,2,12,1,1,0,1,1,1,1
-4300,31,29664,3,12,1,1,1,1,0,0,0
-13190,26,54558,2,15,0,1,1,1,1,0,1
100,44,30105,2,12,0,1,1,1,0,0,1
4700,32,36300,1,16,0,0,0,1,1,0,1
2300,35,31224,1,14,1,0,0,1,1,0,0
191800,46,51840,2,14,1,0,0,1,1,1,1
10050,43,32433,2,15,1,0,0,1,1,0,0
-3000,40,39816,5,16,0,0,0,1,0,0,1
41300,34,57774,4,16,0,1,0,1,1,0,1
2799,53,43887,2,12,0,1,1,1,1,0,1
11200,30,23550,1,16,0,0,0,1,1,0,0
7470,43,62856,4,18,0,1,1,1,1,0,1
-4933,27,40647,2,14,0,1,1,1,1,0,0
-1200,32,47361,5,12,0,1,1,1,1,0,1
0,52,71421,1,18,1,0,0,1,1,1,1
65950,50,51897,2,14,0,1,0,1,1,1,1
44237,62,29880,1,11,1,0,0,1,1,0,1
148600,48,54600,2,18,1,0,0,1,1,1,1
361990,54,76899,2,15,0,1,1,1,1,1,1
25999,53,30765,1,18,0,0,0,1,1,0,1
5300,32,135447,4,18,0,1,1,1,1,0,1
60398,51,35472,2,4,0,0,0,1,1,0,0
2591,28,39600,2,16,0,1,1,1,1,0,1
16050,34,46200,1,16,1,0,0,1,1,1,1
-1200,41,19596,2,12,1,0,0,1,1,0,0
500,29,35385,3,14,1,1,1,1,0,0,0
9181,33,57228,4,12,0,1,0,1,0,0,0
-5000,26,44442,3,15,1,1,1,1,1,0,1
17250,37,46929,4,12,1,1,1,1,0,1,1
-4830,31,25740,3,12,0,1,1,1,1,0,1
53948,55,46155,5,10,0,1,1,1,1,1,1
7609,41,50610,3,14,1,1,1,1,1,0,1
71197,60,55545,2,12,0,1,0,1,1,1,1
2300,27,16596,4,12,0,1,0,1,1,0,0
21950,47,29886,4,10,0,1,0,1,1,1,1
29759,25,30264,1,16,0,0,0,1,1,0,0
-1678,29,33744,2,15,0,1,1,1,1,0,0
1679,56,10830,2,12,1,0,0,1,1,0,1
75,26,20403,1,12,1,0,0,1,0,0,0
-1644,29,64935,4,12,1,1,1,1,1,0,0
-4810,27,25605,1,1,0,0,0,1,1,1,0
-14700,40,48780,2,15,0,1,1,1,0,0,1
4000,45,29250,4,12,1,1,1,1,1,0,0
-1565,32,41724,2,9,0,1,1,1,1,0,0
9334,44,27390,4,14,1,1,1,1,1,0,1
17450,34,28740,6,13,0,1,0,1,1,0,1
10300,34,43563,2,15,1,0,0,1,1,0,1
5327,42,31131,3,13,0,0,0,1,0,0,0
-2760,26,24192,3,12,0,1,1,1,1,0,0
9100,33,42924,1,12,1,0,0,1,1,0,1
835,32,17655,1,15,0,0,0,1,1,0,1
-20700,41,38973,3,13,0,0,0,1,1,0,1
171738,33,94737,5,16,1,1,1,1,1,1,1
